candidate_id,job_id,education_level,years_experience,num_relevant_skills,skills,internal_referral,interview_score,technical_test_score,soft_skill_score,hiring_eligibility
284,4205,Master,11,1,Python,No,1.42,2.37,5.03,Not Eligible
285,3260,Bachelor,3,2,"Leadership, Machine Learning, Communication, Python",Yes,5.42,2.93,4.47,Not Eligible
286,4843,Bachelor,1,3,"SQL, Excel, Python",Yes,8.42,3.45,6.15,Eligible
287,3118,Master,19,4,"Cloud Computing, Data Visualization, Python, SQL",Yes,6.42,1.22,9.36,Eligible
288,243,Bachelor,18,2,"Cloud Computing, Leadership",Yes,2.03,3.54,5.81,Not Eligible
289,4869,Bachelor,18,4,"Communication, Python, Machine Learning",Yes,8.96,2.34,3.79,Eligible
290,2448,Bachelor,19,2,"Communication, SQL",No,2.67,1.77,4.07,Not Eligible
291,4637,Bachelor,19,1,"Python, Leadership, Machine Learning",No,7.41,6.23,2.78,Not Eligible
292,2067,Bachelor,12,4,"Machine Learning, Leadership, Excel",No,1.65,2.74,6.65,Not Eligible
293,4028,Bachelor,7,2,"Communication, Cloud Computing",No,5.85,1.73,1.26,Not Eligible
294,3551,Bachelor,10,1,"Data Visualization, Excel",Yes,3.7,2.61,7.18,Not Eligible
295,3248,Master,7,3,"Data Visualization, Cloud Computing, SQL, Leadership",No,9.79,8.81,9.07,Eligible
296,221,Bachelor,11,4,"Leadership, Machine Learning",Yes,9.1,5.76,6.86,Eligible
297,583,Bachelor,16,4,"Communication, Machine Learning, Cloud Computing",No,4.97,5.81,8.58,Not Eligible
298,4421,Bachelor,7,2,Cloud Computing,No,8.68,3.45,1.77,Not Eligible
299,3000,Master,2,4,"Leadership, Machine Learning",No,3.15,5.65,7.61,Not Eligible
300,1441,Bachelor,6,3,Cloud Computing,No,5.68,7.62,7.82,Eligible
301,4592,Master,12,4,"Communication, Leadership",No,8.46,6.37,4.07,Eligible
302,4119,Bachelor,17,4,Cloud Computing,No,7.16,5.83,7.32,Not Eligible
303,2427,Master,9,3,"Data Visualization, Machine Learning, Communication, Cloud Computing",No,5.04,4.27,4.9,Not Eligible
304,1634,Bachelor,5,1,Python,No,5.82,6.68,7.48,Not Eligible
305,189,PhD,3,4,SQL,Yes,3.62,8.71,7.28,Not Eligible
306,4545,Master,12,2,"Cloud Computing, Communication",No,6.07,2.72,3.71,Not Eligible
307,642,Bachelor,14,1,Python,Yes,2.22,8.42,1.25,Not Eligible
308,4794,Bachelor,16,4,"Cloud Computing, Leadership, Machine Learning",No,7.81,5.36,8.01,Not Eligible
309,4937,Bachelor,12,1,"Leadership, SQL, Data Visualization, Cloud Computing",No,9.95,9.81,3.64,Not Eligible
310,4124,Bachelor,14,4,Leadership,Yes,1.47,3.36,6.18,Not Eligible
311,3668,Bachelor,5,1,"SQL, Machine Learning, Leadership",Yes,8.13,1.88,6.63,Eligible
312,2847,Bachelor,18,2,SQL,No,8.56,2.45,8.97,Not Eligible
313,3120,Master,11,1,Machine Learning,No,1.3,1.17,1.26,Not Eligible
314,3630,Bachelor,19,3,"Leadership, Python, Cloud Computing, Communication",No,6.26,4.29,5.8,Not Eligible
315,3455,Bachelor,19,4,"Leadership, Machine Learning",No,9.03,3.88,6.71,Not Eligible
316,1019,Bachelor,6,4,"Leadership, Machine Learning",No,6.11,6.75,6.5,Not Eligible
317,557,Bachelor,8,2,Excel,No,6.29,2.46,7.83,Not Eligible
318,2355,Bachelor,10,3,"Data Visualization, Cloud Computing, Communication",No,9.96,7.85,1.55,Eligible
319,815,Bachelor,15,1,"Communication, Excel, Machine Learning, Data Visualization",No,9.08,3.9,3.06,Not Eligible
320,829,Master,6,1,"Excel, SQL, Cloud Computing, Leadership",No,6.71,8.89,6.76,Not Eligible
321,547,Bachelor,13,3,"Cloud Computing, Data Visualization",No,5.63,2.65,4.04,Not Eligible
322,1935,Bachelor,0,3,Machine Learning,No,2.73,8.18,3.34,Not Eligible
323,4047,Bachelor,19,1,"Excel, Leadership",No,8.6,2.68,4.39,Not Eligible
324,3493,PhD,16,2,"SQL, Data Visualization, Machine Learning",No,3.57,1.18,8.8,Not Eligible
325,1080,Bachelor,5,2,"Machine Learning, Cloud Computing",No,1.06,1.53,2.91,Not Eligible
326,1595,Bachelor,1,1,"Excel, Leadership",Yes,1.5,8.34,8.2,Not Eligible
327,1945,Bachelor,8,1,Python,No,2.77,5.79,4.24,Not Eligible
328,1556,Bachelor,15,3,"Leadership, Machine Learning, Communication, Cloud Computing",No,8.32,3.89,7.02,Not Eligible
329,688,Bachelor,19,4,Cloud Computing,No,9.77,6.77,2.3,Not Eligible
330,2134,Bachelor,10,4,"Excel, Leadership",No,7.45,4.4,2.5,Not Eligible
331,4756,Master,19,3,"Communication, Python, SQL, Data Visualization",Yes,2.5,8.38,2.19,Eligible
332,2959,Bachelor,5,1,Python,No,8.79,7.74,8.59,Not Eligible
333,574,Bachelor,12,4,"Cloud Computing, Leadership, Excel",No,8.29,5.2,7.3,Not Eligible
334,3678,Bachelor,11,1,"SQL, Leadership, Excel, Python",No,8.64,1.1,8.93,Not Eligible
335,3989,Bachelor,14,1,Leadership,Yes,2.63,5.67,6.62,Not Eligible
336,2257,Bachelor,5,4,"Cloud Computing, Machine Learning, Excel",No,5.65,4.45,6.78,Not Eligible
337,911,Bachelor,19,3,"Communication, SQL, Python",No,6.64,6.35,5.75,Not Eligible
338,1016,Bachelor,19,1,"Machine Learning, Python",No,7.1,2.45,1.53,Not Eligible
339,3135,Bachelor,15,1,"Python, Machine Learning",No,7.16,6.98,1.32,Not Eligible
340,795,Bachelor,19,4,"Cloud Computing, SQL, Data Visualization",Yes,1.12,2.86,5.44,Not Eligible
341,1334,Bachelor,8,3,"Communication, Leadership, Data Visualization",No,9.64,9.82,5.47,Eligible
342,2796,Bachelor,9,4,"Cloud Computing, Excel",No,6.21,8.37,3.01,Eligible
343,4263,Bachelor,5,3,"Cloud Computing, Leadership",No,2.75,2.63,6.29,Not Eligible
344,1024,Master,12,2,"Leadership, Python, Excel, Cloud Computing",No,7.9,5.9,9.1,Eligible
345,4725,Bachelor,4,3,Machine Learning,No,1.49,5.09,8.05,Not Eligible
346,4329,Bachelor,14,2,"Excel, Python",No,2.49,8.29,6.1,Not Eligible
347,163,Bachelor,11,2,"Excel, Cloud Computing",Yes,4.57,7.66,3.36,Not Eligible
348,3337,Bachelor,8,1,"Data Visualization, Excel, SQL, Machine Learning",No,6.07,3.66,3.15,Not Eligible
349,1899,Bachelor,4,1,"Data Visualization, Excel, Machine Learning, Python",No,4.76,4.28,8.49,Not Eligible
350,1902,Master,11,4,Communication,No,3.73,1.54,4.31,Not Eligible
351,4602,PhD,14,4,Excel,No,7.63,6.11,6.53,Eligible
352,2683,Master,11,3,Data Visualization,No,1.06,7.83,8.97,Eligible
353,3839,Bachelor,11,1,"Excel, Cloud Computing, Python",No,7.11,4.77,4.31,Not Eligible
354,3178,Bachelor,18,4,"Machine Learning, Leadership, SQL",No,9.55,9.51,7.33,Eligible
355,1860,Bachelor,14,3,"Python, Communication",No,2.35,2.23,8.21,Not Eligible
356,1168,Master,9,1,"Excel, Cloud Computing",No,8.7,9.02,2.34,Eligible
357,4496,Bachelor,2,2,"Cloud Computing, Machine Learning",No,2.67,1.19,1.7,Not Eligible
358,3037,Bachelor,11,2,Data Visualization,Yes,4.79,9.22,8.42,Not Eligible
359,3820,Bachelor,11,1,"Communication, Excel",No,9.78,3.75,9.12,Not Eligible
360,4640,Bachelor,17,3,"SQL, Machine Learning",Yes,8.08,1.99,4.63,Eligible
361,358,Bachelor,7,2,"Python, Cloud Computing, SQL",No,4.23,9.9,5.39,Not Eligible
362,4583,Bachelor,10,1,"Cloud Computing, Communication, Machine Learning, SQL",No,4.14,7.7,7.63,Not Eligible
363,4343,Bachelor,6,3,Leadership,No,3.9,5.77,2.74,Not Eligible
364,1256,Bachelor,18,1,"Data Visualization, SQL",No,4.26,4.54,1.13,Not Eligible
365,2086,Bachelor,14,4,"SQL, Python",Yes,9.78,3.3,8.68,Eligible
366,679,Bachelor,19,4,"Cloud Computing, Communication, Python, Excel",No,4.07,6.38,6.91,Not Eligible
367,446,Master,13,3,Machine Learning,No,5.01,5.04,7.13,Not Eligible
368,1641,Master,9,3,"Communication, Leadership",Yes,2.91,5.56,6.2,Not Eligible
369,54,Master,15,2,Cloud Computing,Yes,6.75,5.16,6.05,Eligible
370,4845,Bachelor,17,1,"Data Visualization, Leadership, Communication",No,8.49,6.78,9.77,Not Eligible
371,3983,Bachelor,14,2,"Communication, SQL, Python, Data Visualization",No,3.57,9.32,6.67,Not Eligible
372,18,Bachelor,16,2,"Data Visualization, SQL",No,2.91,9.58,2.26,Not Eligible
373,772,Bachelor,16,4,Data Visualization,Yes,5.06,8.52,3.41,Eligible
374,1320,Bachelor,11,2,"Communication, Leadership, Machine Learning",No,7.16,3.42,3.5,Not Eligible
375,1599,Bachelor,0,3,"Python, Data Visualization, Leadership, SQL",No,4.66,3.23,2.88,Not Eligible
376,3554,Bachelor,13,2,"Communication, Leadership, Python",No,2.33,6.19,8.78,Not Eligible
377,19,Bachelor,16,4,"Cloud Computing, Communication",No,2.62,9.77,5.69,Eligible
378,4694,Bachelor,4,2,Communication,Yes,3.59,5.97,5.3,Not Eligible
379,1959,PhD,3,1,"SQL, Cloud Computing, Communication",Yes,8.51,2.01,9.88,Eligible
380,2795,Master,1,2,"Communication, Machine Learning, Cloud Computing, SQL",No,5.58,8.79,1.36,Not Eligible
381,3521,Bachelor,19,1,"Leadership, Data Visualization, Communication",Yes,6.29,7.72,5.05,Eligible
382,309,Bachelor,4,2,"Python, Excel, SQL, Data Visualization",No,2.81,3.15,2.93,Not Eligible
383,2194,Bachelor,2,3,"Communication, Excel, SQL",No,6.89,6.67,4.85,Not Eligible
384,2855,Bachelor,17,3,Excel,No,8.55,3.02,2.46,Not Eligible
385,3491,Bachelor,12,1,Communication,No,2.8,4.83,2.3,Not Eligible
386,4425,Master,12,1,SQL,No,1.53,3.13,3.41,Not Eligible
387,1361,Master,11,4,SQL,Yes,6.98,6.37,2.12,Eligible
388,1442,Bachelor,3,2,"Excel, Machine Learning",Yes,8.34,3.73,9.53,Eligible
389,783,Bachelor,6,4,"Machine Learning, Communication",No,7.16,2.51,2.13,Not Eligible
390,3859,PhD,5,4,"Communication, Data Visualization, Machine Learning, Cloud Computing",No,4.86,1.54,5.19,Not Eligible
391,1099,Bachelor,7,3,"SQL, Cloud Computing",No,6.88,6.69,8.01,Not Eligible
392,984,PhD,4,4,"Machine Learning, Cloud Computing",No,9.97,6.37,8.6,Eligible
393,3157,Bachelor,5,3,"Python, Leadership, Excel",No,6.61,2.75,9.65,Not Eligible
394,4434,Bachelor,4,4,"Communication, Excel, SQL, Data Visualization",Yes,5.75,1.03,6,Not Eligible
395,794,Bachelor,18,1,"Excel, Cloud Computing, Machine Learning",No,5.86,2.23,3.81,Not Eligible
396,2225,Master,8,4,"Excel, Communication",Yes,5.22,3.75,6.74,Not Eligible
397,1782,Bachelor,17,2,"Cloud Computing, Python",No,7.19,5.71,6.34,Not Eligible
398,772,PhD,7,3,"SQL, Data Visualization, Cloud Computing",No,8.6,8.97,6.31,Eligible
399,4343,Bachelor,0,1,"Leadership, Machine Learning",No,7.49,2.89,4.21,Not Eligible
400,589,Bachelor,13,2,"Python, SQL, Machine Learning",Yes,3.03,2.94,8.91,Not Eligible
401,714,Bachelor,8,1,"Machine Learning, Data Visualization, Communication, Excel",Yes,4.3,8.6,5.99,Not Eligible
402,1105,Bachelor,6,2,"Data Visualization, Cloud Computing",No,6.32,5.57,6.44,Not Eligible
403,2679,Bachelor,9,3,"Excel, Leadership, Cloud Computing, SQL",No,9.94,7.22,4.89,Eligible
404,3179,Bachelor,16,1,"Data Visualization, SQL",No,1.62,4.12,3.09,Not Eligible
405,2697,Bachelor,10,3,Python,No,2.7,8.55,3.02,Eligible
406,3171,Master,16,1,"Communication, Cloud Computing, Data Visualization",No,7.97,5.05,6.68,Eligible
407,2737,Master,13,1,Leadership,No,2.73,9.13,1.12,Not Eligible
408,48,Master,13,3,SQL,Yes,7.05,4.6,9.4,Eligible
409,399,Bachelor,7,1,Data Visualization,No,9.95,8.28,4.92,Not Eligible
410,2093,Bachelor,17,4,"Excel, Python, Cloud Computing",No,6.77,1.5,8.74,Not Eligible
411,1282,Bachelor,18,2,"SQL, Data Visualization",No,5.31,7.15,4.89,Not Eligible
412,4262,Bachelor,17,2,"Communication, Data Visualization, Cloud Computing",Yes,8.49,2.27,2.05,Eligible
413,3587,Bachelor,16,4,"Cloud Computing, Data Visualization, Leadership, Python",No,7.95,9.07,1.95,Eligible
414,481,Bachelor,17,2,Leadership,No,7.4,9.68,1.01,Not Eligible
415,4977,Master,13,1,"Data Visualization, SQL, Python",Yes,2.05,3.89,3.61,Not Eligible
416,4795,Master,7,1,"Leadership, Machine Learning",No,6.69,6.06,4.89,Not Eligible
417,2657,Master,17,1,"Excel, Python",Yes,1.12,4.6,1.21,Not Eligible
418,2239,Bachelor,8,3,"Leadership, Python, SQL",No,1.51,6.52,5.08,Not Eligible
419,4139,PhD,0,1,"Machine Learning, Leadership, Communication, SQL",No,1.35,4.19,2.17,Not Eligible
420,2820,Bachelor,5,1,"SQL, Leadership, Machine Learning",No,1.98,8.37,5.86,Not Eligible
421,237,Master,5,3,"Cloud Computing, Excel, Communication",Yes,4.89,1.28,6.54,Not Eligible
422,3773,Bachelor,5,1,"Communication, Excel, Cloud Computing",No,9.52,7.67,5.57,Not Eligible
423,3926,Master,6,3,"Cloud Computing, Communication",No,1.67,1.12,5.66,Not Eligible
424,817,Bachelor,16,3,Data Visualization,No,7.49,9.67,2.46,Eligible
425,1984,Master,8,3,"Python, Excel",No,5.57,1.36,6.39,Not Eligible
426,532,Bachelor,10,3,"Communication, Cloud Computing",No,3.48,8.16,9.79,Eligible
427,4061,Bachelor,17,3,"Python, Communication, Cloud Computing",No,3.85,7.3,9.78,Eligible
428,3925,Bachelor,12,2,Python,No,1.21,8.75,4.14,Not Eligible
429,685,Master,13,2,Leadership,No,7.3,2.16,7.56,Eligible
430,2705,Bachelor,4,1,"Machine Learning, Excel",Yes,1.9,4.19,4.97,Not Eligible
431,578,Bachelor,6,4,"Python, Leadership",No,1.31,1.77,2.24,Not Eligible
432,3990,Bachelor,2,1,Excel,No,5.21,3.6,7.66,Not Eligible
433,2482,Bachelor,11,4,"Cloud Computing, Machine Learning, Python, Communication",Yes,5.3,6.48,4.1,Not Eligible
434,2502,Bachelor,6,4,Python,No,6.89,9.73,7.85,Eligible
435,3199,Bachelor,6,4,"Data Visualization, Leadership, Communication",No,7.36,3.29,4.41,Not Eligible
436,4738,Master,10,1,"Leadership, Cloud Computing, Communication, Machine Learning",Yes,5.58,4.07,2.58,Not Eligible
437,3838,Master,9,1,"SQL, Leadership",No,7.37,4.67,8.68,Eligible
438,4523,Bachelor,1,4,"Machine Learning, Leadership, SQL",Yes,3.25,1.28,1.47,Not Eligible
439,4532,Bachelor,11,1,"Python, Communication",No,2.29,7.2,4.29,Not Eligible
440,3663,Bachelor,8,3,Data Visualization,No,9.38,2.14,7.05,Not Eligible
441,2330,Master,5,2,"Leadership, Excel, Cloud Computing, Data Visualization",Yes,4.36,8.91,8.98,Not Eligible
442,4505,Bachelor,13,2,"Excel, Communication, Leadership",Yes,1.81,4.73,2.45,Not Eligible
443,320,Bachelor,7,2,"SQL, Python, Communication, Cloud Computing",No,8.44,8.87,1.86,Not Eligible
444,2974,Bachelor,15,4,"Cloud Computing, Excel, Leadership, Python",No,6.52,7.61,3.72,Eligible
445,2417,Master,15,3,Data Visualization,No,6.33,8.01,3.31,Eligible
446,2669,PhD,0,2,Communication,Yes,2.19,4.38,7.25,Not Eligible
447,3708,Master,9,3,"Communication, Excel, Data Visualization, Machine Learning",No,7.82,8.32,3.14,Eligible
448,3669,Master,18,2,"Python, Communication",No,2.83,6.05,6.62,Not Eligible
449,1520,Bachelor,6,3,Cloud Computing,Yes,1.38,2.52,6.9,Not Eligible
450,3170,Bachelor,5,1,"Leadership, Communication, Python, Cloud Computing",Yes,2.45,9.03,8.25,Not Eligible
451,1176,Master,3,1,"Data Visualization, SQL, Communication, Machine Learning",No,7.31,4.66,6.43,Eligible
452,3997,Bachelor,8,3,"Excel, Cloud Computing, SQL",No,8.12,9.08,9.29,Eligible
453,1094,Bachelor,3,3,"Cloud Computing, SQL",No,3.22,6.18,7.23,Not Eligible
454,4608,Bachelor,10,4,Leadership,No,3.84,1.46,3.18,Not Eligible
455,3941,Bachelor,2,3,"Leadership, SQL",Yes,2.46,8.06,9.46,Not Eligible
456,415,Bachelor,11,4,"Excel, Machine Learning",No,5.07,1.23,2.71,Not Eligible
457,3476,Master,2,2,"Python, Communication, Excel, Leadership",Yes,2.98,1.89,2.67,Not Eligible
458,3202,Bachelor,6,1,Cloud Computing,No,9.86,4.03,7.68,Not Eligible
459,617,Master,2,2,Communication,Yes,7.9,6.68,5.67,Eligible
460,2642,Bachelor,3,4,Python,No,6.37,4.85,2.44,Not Eligible
461,4146,Bachelor,4,1,"Leadership, Cloud Computing, Communication, Data Visualization",No,7.49,4.58,2.03,Not Eligible
462,470,Bachelor,17,2,"Python, Excel, Data Visualization",No,2.5,4.85,2.52,Not Eligible
463,809,Bachelor,3,2,"Python, Data Visualization, SQL",No,7.69,2.14,9.34,Not Eligible
464,3930,Bachelor,4,3,Communication,Yes,4.12,7.29,6.28,Not Eligible
465,3570,Bachelor,18,1,Leadership,Yes,5.23,2.81,7.56,Not Eligible
466,4241,Bachelor,3,2,"Python, Data Visualization",Yes,8.97,4.92,2.15,Eligible
467,206,Bachelor,11,3,"Python, Cloud Computing, Machine Learning",No,9.5,9.73,4.41,Eligible
468,1907,Bachelor,13,3,"Cloud Computing, Python, Machine Learning",Yes,7.92,9.35,6.01,Eligible
469,170,Bachelor,11,3,Python,No,7.91,7.92,5.59,Eligible
470,2511,Master,12,4,Excel,No,7.7,8.97,4.35,Eligible
471,1424,Bachelor,4,4,Data Visualization,No,6.64,7.17,1.86,Not Eligible
472,420,Master,0,3,Machine Learning,No,2.76,8.38,7.15,Not Eligible
473,397,Bachelor,18,2,"Leadership, Communication, Cloud Computing, Machine Learning",Yes,6.3,3.23,6.38,Eligible
474,3259,PhD,13,2,"Excel, Machine Learning, Cloud Computing",No,1.51,5.09,4.78,Not Eligible
475,2357,Bachelor,8,1,Python,No,1.28,3.58,9.34,Not Eligible
476,4811,Master,8,2,Leadership,No,8.54,1.34,7.8,Eligible
477,304,Bachelor,13,3,"Excel, Leadership, SQL, Python",Yes,5.86,3.16,4.28,Not Eligible
478,3834,PhD,19,1,"Machine Learning, Leadership",Yes,1.15,3.31,1.48,Not Eligible
479,280,Master,0,1,"SQL, Cloud Computing, Communication",No,3.45,7.16,8.2,Not Eligible
480,4297,Bachelor,14,2,"SQL, Machine Learning",Yes,7.15,4.08,4.96,Eligible
481,4587,Bachelor,10,1,"Communication, Leadership, Excel, Data Visualization",Yes,9.45,2.94,5.25,Eligible
482,1995,Bachelor,17,2,"Python, Data Visualization, Excel, Leadership",No,8.6,1.12,6.29,Not Eligible
483,1742,Bachelor,19,3,"Communication, Excel, Leadership",No,5.01,4.6,6.94,Not Eligible
484,4394,Bachelor,8,3,"Communication, SQL",No,3.57,7.94,6.48,Eligible
485,448,Bachelor,4,2,"SQL, Leadership, Communication",No,3.79,6.65,3.53,Not Eligible
486,1914,Bachelor,14,4,"Machine Learning, Communication, Python",No,7.6,9.08,2.6,Eligible
487,3163,Bachelor,14,3,"Machine Learning, Excel, Communication",No,8.24,6.16,1.25,Not Eligible
488,3979,Bachelor,1,4,"Machine Learning, Excel, SQL, Cloud Computing",No,4.29,1.43,1.12,Not Eligible
489,2780,Bachelor,0,2,"Excel, Data Visualization, Cloud Computing, Communication",Yes,6.61,4.92,9,Eligible
490,851,Bachelor,1,2,"Python, Excel",Yes,7.71,4.78,9.95,Eligible
491,72,Bachelor,0,3,Communication,No,8.61,8.64,4.22,Not Eligible
492,452,Bachelor,18,3,"Leadership, Excel",Yes,6.77,6.91,2.92,Eligible
493,3865,Bachelor,14,4,Python,No,8.78,3.39,4.59,Not Eligible
494,1663,Bachelor,11,4,"Machine Learning, Data Visualization, Leadership, Excel",No,3.53,7.31,1.93,Eligible
495,199,Bachelor,6,1,"Machine Learning, Python, Excel",No,7.29,8.48,6.67,Not Eligible
496,4379,Bachelor,12,3,Communication,No,4.62,1.51,3.03,Not Eligible
497,1175,Master,0,3,Communication,Yes,9.36,7.49,3.86,Eligible
498,3112,Master,9,2,Cloud Computing,No,2.97,8.16,8.7,Not Eligible
499,4467,Master,18,2,"Leadership, Data Visualization, Python",No,8.09,4.25,6.12,Eligible
500,2041,Bachelor,4,4,"Python, Cloud Computing, Excel, Communication",No,9.38,9.56,2.21,Not Eligible
501,4573,Bachelor,5,3,"Python, Excel",Yes,7.14,8.49,1.86,Eligible
502,4154,Master,4,4,Python,No,8.1,3.37,6.89,Eligible
503,2596,PhD,16,1,"Data Visualization, Cloud Computing, Python, Leadership",No,8.98,4.54,2.46,Eligible
504,714,Bachelor,6,2,"Cloud Computing, Excel, Communication",No,3.79,9.17,2.77,Not Eligible
505,2287,Master,2,2,"Data Visualization, Python, Cloud Computing, Communication",No,2.12,8.49,6.42,Not Eligible
506,4503,Master,19,3,"SQL, Communication",No,9.43,8.26,9.2,Eligible
507,2159,PhD,3,3,"Machine Learning, Excel",No,1.34,9.74,5.87,Not Eligible
508,1456,Bachelor,7,3,Python,No,5.36,1.67,5.21,Not Eligible
509,1749,Bachelor,12,3,"Machine Learning, Python, SQL, Leadership",No,3.9,1.56,8.73,Not Eligible
510,2349,Bachelor,2,3,"SQL, Communication, Data Visualization, Python",No,5.99,4.92,3.64,Not Eligible
511,3949,Bachelor,8,1,Python,No,9.9,9.21,1.31,Not Eligible
512,3581,Bachelor,8,2,"Python, Leadership, SQL, Data Visualization",No,1.41,5.8,6.02,Not Eligible
513,2594,Master,9,1,"Excel, SQL, Python",No,7.93,9.4,2.19,Eligible
514,3162,Master,17,1,Communication,No,1.22,2.4,1.55,Not Eligible
515,3572,Bachelor,2,4,"SQL, Machine Learning, Data Visualization, Excel",Yes,3.35,7.63,1.87,Not Eligible
516,582,Bachelor,11,3,Python,No,7.35,3.9,1.99,Not Eligible
517,1095,Bachelor,1,2,Communication,No,3.47,7.09,6.9,Not Eligible
518,2690,PhD,11,3,"Data Visualization, SQL, Python, Leadership",No,6.5,4.85,6.24,Not Eligible
519,2402,Bachelor,8,1,"Excel, Cloud Computing, SQL, Machine Learning",No,9.7,3.73,3.88,Not Eligible
520,641,Bachelor,1,2,"SQL, Cloud Computing",Yes,8.87,8.7,3.19,Eligible
521,4729,Bachelor,14,2,Communication,Yes,8.53,4.51,1.01,Eligible
522,110,Bachelor,6,4,"Python, Cloud Computing, Excel",No,2.74,3.05,2.43,Not Eligible
523,3458,Bachelor,6,4,"Leadership, Python, Communication, Cloud Computing",No,3.45,2.36,6.18,Not Eligible
524,3818,Bachelor,7,4,"Communication, Excel, Data Visualization, SQL",No,8.09,2.59,6.01,Not Eligible
525,4036,Master,14,3,Excel,No,7.57,5.7,7.63,Eligible
526,1564,Bachelor,11,1,Data Visualization,No,3.62,1.49,1.3,Not Eligible
527,2151,Bachelor,19,4,"Communication, Excel, Data Visualization, Cloud Computing",No,4.86,1.68,8.16,Not Eligible
528,4500,PhD,19,4,"SQL, Data Visualization",No,6.84,5.06,6.24,Not Eligible
529,3237,Bachelor,5,3,"Machine Learning, Excel",No,5.73,7.31,3.46,Eligible
530,1595,Bachelor,5,2,"Communication, Excel",No,5.1,7.2,4.92,Not Eligible
531,2297,Bachelor,15,3,Python,No,1.9,9.1,8.19,Eligible
532,4902,Master,4,2,"Communication, Python, Cloud Computing, Machine Learning",No,4.91,5.56,5.37,Not Eligible
533,4639,Bachelor,2,3,"Machine Learning, Excel, SQL",No,9.93,2.96,7.37,Not Eligible
534,4626,Bachelor,13,4,"Python, Data Visualization, Leadership, SQL",No,4.08,8.2,4.67,Eligible
535,2461,Bachelor,17,1,"SQL, Data Visualization, Leadership",Yes,7.25,2.33,5.92,Eligible
536,991,PhD,0,1,Data Visualization,No,5.55,7.06,8.5,Not Eligible
